Sample_ID,Alloy_Type,Powder_Size_um,Powder_Morphology,Oxygen_Content_percent,Laser_Power_W,Scan_Speed_mm_s,Hatch_Spacing_mm,Layer_Thickness_um,Scan_Strategy,Preheat_Temp_C,Shielding_Gas_Flow_L_min,Melt_Pool_Width_um,Melt_Pool_Depth_um,Melt_Pool_Temp_C,Cooling_Rate_K_s,Energy_Density_J_mm3,Thermal_Gradient,Relative_Density_percent,Porosity_percent,Microhardness_HV,Surface_Roughness_Ra,Tensile_Strength_MPa,Yield_Strength_MPa,Elongation_percent,Defect_Count,Quality_Class
4980,Near-Beta Ti,53.01,Spherical,0.121,291.32,794.71,0.1,21.92,Island,167.77,16.17,107.19,113.38,1648.54,5998.65,93.91,83.96,96.6,3.48,447.13,9.74,1291.17,961.01,14.3,14,Excellent
4981,Ti-5553,32.2,Spherical,0.192,169.22,842.9,0.081,22.9,Stripe,82.21,18.45,249.12,68.5,1519.95,5610.98,48.36,69.14,95.52,4.34,394.12,9.88,1033.62,1014.43,16.35,11,Poor
4982,Near-Beta Ti,59.61,Spherical,0.113,176.57,691.81,0.146,46.21,Island,146.38,28.3,103.09,69.63,2033.56,3194.9,86.36,14.21,96.69,1.97,380.89,14.75,824.03,938.49,6.22,8,Excellent
4983,Ti-5553,23.03,Spherical,0.074,383.56,1490.89,0.108,58.13,Chessboard,150.1,28.33,217.96,122.76,1593.43,5494.2,75.94,64.9,97.5,3.0,382.27,14.49,1242.78,744.68,8.41,6,Good
4984,Ti-5553,46.47,Irregular,0.112,325.67,692.56,0.092,59.94,Island,241.16,29.84,117.46,76.15,1463.62,9381.32,93.53,73.22,95.21,0.88,389.99,12.29,1139.41,781.39,17.22,3,Good
4985,Ti-6Al-4V,37.93,Spherical,0.137,218.77,1060.74,0.144,59.48,Stripe,229.01,19.72,154.64,85.22,1526.85,6131.88,82.46,91.78,99.95,3.81,411.04,13.92,1275.14,1028.52,11.55,1,Poor
4986,Ti-6Al-4V,37.86,Irregular,0.101,231.84,1499.81,0.105,34.06,Chessboard,177.89,13.36,135.11,97.92,1491.3,1511.44,55.58,14.56,98.54,0.54,419.4,12.03,1244.95,829.47,16.98,5,Good
4987,Near-Beta Ti,38.31,Spherical,0.093,246.11,1455.39,0.112,29.67,Stripe,240.27,27.78,132.31,140.29,1971.88,1333.04,50.62,63.73,95.57,0.97,304.39,4.82,1051.74,1011.91,13.42,10,Good
4988,Ti-5553,30.35,Spherical,0.051,168.77,1293.04,0.129,23.95,Stripe,174.23,21.94,162.71,118.25,1996.17,8842.45,64.52,55.07,95.22,2.15,327.98,2.22,919.72,869.03,16.27,1,Poor
4989,Ti-6Al-4V,48.62,Spherical,0.176,334.79,1285.57,0.137,33.03,Stripe,175.61,24.95,120.74,72.01,1670.34,2952.75,115.41,67.7,99.96,0.68,324.82,13.03,1027.01,893.34,13.93,6,Excellent
4990,Near-Beta Ti,48.86,Spherical,0.173,194.21,708.39,0.087,31.07,Chessboard,222.02,13.25,172.97,54.7,2011.82,1043.0,56.8,78.88,98.13,4.49,356.93,5.87,820.64,820.23,6.15,9,Good
4991,Ti-6Al-4V,31.3,Irregular,0.088,351.28,809.9,0.143,43.07,Chessboard,239.03,16.39,122.62,71.88,2070.74,7693.89,76.9,22.09,98.0,2.51,339.85,13.65,1077.32,825.46,14.42,3,Poor
4992,Ti-6Al-4V,53.41,Spherical,0.239,361.47,1241.69,0.145,34.75,Stripe,266.32,15.5,245.4,76.69,1781.72,8373.6,116.01,58.77,96.11,1.5,422.79,6.41,932.15,764.13,10.13,13,Excellent
4993,Ti-5553,32.67,Irregular,0.132,309.61,1017.7,0.098,29.26,Island,245.31,21.2,120.7,120.59,2061.57,3576.72,56.16,56.85,99.37,0.78,361.62,13.65,1211.07,941.1,6.1,10,Poor
4994,Ti-5553,49.0,Irregular,0.055,342.46,622.72,0.115,44.5,Chessboard,227.47,29.94,209.99,86.78,1803.18,8484.82,59.57,56.36,95.35,0.93,426.1,12.6,824.53,934.05,15.76,10,Excellent
4995,Ti-6Al-4V,24.84,Irregular,0.094,192.96,1557.8,0.14,32.92,Stripe,203.53,22.25,159.85,149.77,2047.42,8240.16,78.25,47.2,98.83,3.68,407.24,2.57,1135.16,890.62,17.5,14,Moderate
4996,Ti-6Al-4V,26.75,Irregular,0.188,293.98,1384.58,0.114,34.15,Island,147.78,21.46,86.45,43.79,1752.9,5381.12,48.4,86.46,95.67,4.42,365.95,6.19,1176.61,1050.3,14.41,7,Poor
4997,Ti-5553,32.63,Irregular,0.09,319.2,990.94,0.114,43.94,Stripe,137.44,25.18,105.96,78.97,1447.14,9446.78,46.41,15.7,99.01,3.26,443.68,3.84,1234.86,705.29,6.2,5,Excellent
4998,Near-Beta Ti,43.75,Irregular,0.061,315.39,717.85,0.123,24.73,Chessboard,265.52,16.58,237.86,49.45,1576.24,8601.94,64.2,44.64,96.07,1.85,418.53,11.14,1041.57,852.86,9.37,8,Excellent
4999,Ti-5553,45.82,Irregular,0.174,179.32,1309.44,0.134,50.97,Chessboard,237.82,15.06,219.45,79.24,1642.92,1265.89,51.44,63.26,99.87,1.38,405.36,4.37,971.74,937.57,9.75,9,Good
5000,Ti-6Al-4V,35.85,Spherical,0.154,236.1,1018.26,0.127,58.62,Island,226.39,26.76,104.51,87.71,1752.42,9097.97,74.13,91.8,96.02,2.49,417.47,9.24,1093.57,729.72,16.4,2,Good
5001,Near-Beta Ti,23.11,Irregular,0.202,231.26,906.47,0.124,39.63,Chessboard,136.94,29.21,88.68,138.03,1779.61,5870.65,48.67,66.71,98.0,1.58,362.89,3.57,919.79,708.72,12.75,10,Good
5002,Ti-6Al-4V,34.95,Spherical,0.205,293.13,1465.76,0.106,42.39,Stripe,293.36,18.43,105.96,86.79,2180.5,5218.15,86.99,21.8,99.34,2.53,316.64,9.61,1079.5,987.08,7.54,13,Excellent
5003,Near-Beta Ti,47.55,Spherical,0.242,341.31,993.78,0.124,35.39,Stripe,97.89,10.83,179.27,42.81,1780.27,9615.78,79.41,71.29,97.17,0.15,361.69,9.81,1239.02,799.07,5.69,3,Excellent
5004,Ti-6Al-4V,46.84,Irregular,0.061,292.65,763.26,0.087,58.27,Island,264.42,13.58,187.71,145.07,1697.23,3563.19,87.4,40.56,97.36,4.42,377.33,9.4,1253.27,935.29,10.99,3,Excellent
5005,Near-Beta Ti,26.41,Irregular,0.058,338.71,1177.98,0.109,25.32,Island,126.37,27.14,144.42,55.98,1688.57,4949.92,112.07,62.83,99.73,2.98,315.99,14.1,1056.73,952.02,12.33,9,Moderate
5006,Near-Beta Ti,20.31,Spherical,0.247,174.74,1594.16,0.093,52.54,Island,166.3,12.43,127.75,125.11,2108.71,2652.68,67.62,61.4,95.36,2.5,355.55,2.2,1062.85,883.56,14.71,9,Good
5007,Ti-6Al-4V,50.12,Spherical,0.179,369.53,1619.59,0.118,46.02,Island,174.13,25.26,115.17,62.03,1707.94,8847.24,61.47,25.51,97.56,2.45,439.14,8.13,840.34,1043.77,14.96,6,Moderate
5008,Near-Beta Ti,24.25,Irregular,0.193,284.15,1619.21,0.098,51.66,Stripe,225.79,22.4,154.61,141.57,2028.11,1609.14,85.94,83.7,97.0,3.85,319.86,2.0,943.82,797.81,6.48,2,Good
5009,Ti-5553,23.29,Irregular,0.069,159.37,1105.1,0.115,58.02,Stripe,200.27,24.53,83.84,64.92,1599.36,1140.07,59.76,58.61,97.48,2.78,393.95,2.44,1137.37,844.5,16.05,5,Moderate
5010,Ti-6Al-4V,20.11,Spherical,0.064,310.8,1549.12,0.134,39.85,Stripe,120.94,15.13,81.48,134.07,1743.14,2366.02,45.32,44.78,96.47,3.24,426.69,10.62,1269.07,801.45,7.55,1,Excellent
5011,Ti-5553,37.3,Spherical,0.082,279.34,1620.28,0.11,31.53,Stripe,86.6,10.37,215.62,85.6,1859.1,6700.18,44.7,28.53,95.36,4.01,409.85,13.36,998.88,760.22,11.77,10,Excellent
5012,Ti-6Al-4V,40.13,Irregular,0.135,205.09,1151.45,0.095,51.18,Island,237.79,10.8,170.16,89.19,1851.55,2057.22,45.3,92.44,96.25,4.29,329.2,12.63,1063.73,1074.69,5.49,0,Moderate
5013,Near-Beta Ti,45.51,Spherical,0.072,341.11,982.49,0.096,53.78,Chessboard,191.08,24.5,212.81,109.21,1863.64,9285.88,58.99,31.78,95.11,2.81,361.23,6.69,1234.01,758.8,6.2,3,Poor
5014,Near-Beta Ti,31.84,Spherical,0.139,383.39,1442.36,0.143,47.45,Stripe,159.59,22.27,99.37,93.62,1993.05,7106.16,98.38,94.14,95.62,2.96,384.26,6.94,886.72,1026.13,13.11,1,Excellent
5015,Near-Beta Ti,48.42,Irregular,0.162,230.67,1685.36,0.135,53.96,Chessboard,142.6,26.81,218.61,77.04,1808.09,7145.97,52.32,58.73,96.22,3.45,320.08,6.91,1255.71,996.64,13.19,14,Good
5016,Ti-6Al-4V,26.77,Spherical,0.05,273.48,1766.58,0.083,49.21,Island,261.07,17.98,236.87,66.69,1546.61,9753.53,60.62,55.25,96.48,2.41,339.04,7.07,1051.46,972.73,11.38,1,Moderate
5017,Ti-5553,53.28,Irregular,0.073,182.04,948.27,0.146,58.3,Island,255.02,21.11,170.67,69.29,1864.86,1516.82,108.78,52.46,96.88,4.53,398.92,6.69,915.75,704.77,12.96,4,Excellent
5018,Ti-5553,42.87,Irregular,0.125,382.45,1747.41,0.088,42.83,Chessboard,261.73,25.67,97.92,117.39,1638.4,6875.94,74.95,89.35,99.5,2.76,425.16,4.97,1179.62,715.45,14.65,4,Good
5019,Ti-6Al-4V,43.36,Irregular,0.061,229.7,1199.14,0.126,35.22,Island,128.2,19.93,100.95,51.96,1640.43,9092.05,43.31,83.26,97.83,4.63,441.23,13.47,818.03,967.96,14.43,14,Excellent
5020,Ti-6Al-4V,28.39,Spherical,0.077,198.7,967.24,0.119,47.22,Chessboard,267.43,29.87,113.01,101.77,1502.88,6551.15,59.79,70.86,99.47,4.04,331.53,11.85,800.63,1015.44,14.47,14,Good
5021,Ti-5553,22.96,Irregular,0.096,269.61,1786.08,0.083,22.76,Stripe,296.82,24.86,111.49,81.75,2127.98,5141.86,64.08,57.14,95.32,1.88,381.68,5.54,992.8,1049.76,8.25,10,Excellent
5022,Ti-5553,38.59,Spherical,0.136,160.82,1653.37,0.101,39.94,Island,211.81,23.67,240.63,78.84,1451.91,1207.29,54.81,69.11,96.66,3.35,395.54,8.81,1230.98,931.68,14.39,1,Good
5023,Ti-5553,44.62,Irregular,0.193,213.21,1430.9,0.134,50.94,Island,90.38,26.03,216.05,118.7,1430.19,2540.91,117.35,31.89,96.93,3.61,407.67,4.18,910.48,826.87,14.84,9,Moderate
5024,Ti-5553,23.8,Irregular,0.077,166.91,1673.93,0.101,26.76,Chessboard,234.5,25.54,134.08,95.36,1979.91,9287.47,72.52,54.72,95.3,2.39,398.08,10.75,923.57,908.99,11.12,2,Good
5025,Ti-6Al-4V,58.02,Spherical,0.198,181.84,1417.79,0.114,36.02,Chessboard,198.38,14.39,218.82,48.49,1963.88,9807.48,71.65,22.67,99.61,3.56,417.31,4.5,1151.05,1013.39,10.83,4,Excellent
5026,Ti-6Al-4V,59.22,Spherical,0.221,178.04,1128.48,0.129,34.01,Chessboard,236.65,14.21,211.26,140.05,1680.42,5430.59,118.21,21.55,96.44,1.28,360.23,12.43,959.51,922.97,5.17,8,Excellent
5027,Near-Beta Ti,41.82,Spherical,0.18,368.1,1737.66,0.085,33.4,Chessboard,121.41,22.12,140.4,138.78,1992.46,9086.54,83.92,73.78,98.91,1.52,377.65,11.97,1153.28,870.88,16.44,10,Poor
5028,Ti-5553,58.0,Irregular,0.059,382.61,1755.9,0.138,46.03,Chessboard,213.28,18.72,85.1,86.79,1790.19,5305.23,46.6,94.87,97.34,3.25,324.64,12.52,1012.13,760.52,12.08,2,Moderate
5029,Near-Beta Ti,27.18,Spherical,0.138,268.63,977.01,0.083,39.9,Island,198.62,27.43,81.49,41.51,1982.61,2432.58,75.48,82.23,97.25,2.47,304.24,9.88,1055.12,1085.21,12.0,0,Poor
5030,Ti-6Al-4V,21.02,Irregular,0.182,307.6,1025.27,0.098,51.89,Chessboard,212.55,15.8,135.36,46.63,1836.61,1769.04,92.35,94.51,99.24,1.98,325.06,2.83,1020.73,710.81,15.19,0,Excellent
5031,Ti-6Al-4V,21.58,Spherical,0.246,323.98,1059.26,0.133,22.31,Stripe,240.1,16.62,87.72,94.08,1985.96,8495.42,85.62,29.97,96.67,0.43,406.36,7.05,1143.19,710.64,11.67,11,Moderate
5032,Near-Beta Ti,43.5,Irregular,0.24,247.83,1586.58,0.144,38.16,Chessboard,199.73,13.33,100.59,48.96,2018.14,9441.33,107.61,33.55,95.2,4.92,341.9,3.39,1049.79,815.33,10.68,1,Poor
5033,Ti-5553,22.47,Irregular,0.129,242.55,1549.37,0.133,20.56,Island,150.8,29.63,123.25,88.75,1626.85,4687.74,117.03,48.15,97.58,1.22,412.51,7.41,1199.56,950.49,5.39,12,Excellent
5034,Ti-5553,58.34,Irregular,0.173,318.89,1779.74,0.096,28.83,Stripe,147.98,12.32,110.43,60.87,1708.19,2141.95,44.7,44.48,96.19,3.15,304.45,13.59,1090.97,875.72,13.7,13,Excellent
5035,Ti-5553,25.68,Irregular,0.228,244.18,1158.26,0.149,51.02,Island,232.91,29.66,104.61,128.27,1803.55,8621.79,60.42,36.83,96.72,3.98,347.28,6.32,1211.68,1061.05,10.77,4,Good
5036,Ti-5553,32.19,Spherical,0.216,295.25,1484.12,0.109,24.24,Chessboard,226.05,24.13,124.56,80.43,1552.43,4087.41,111.98,36.31,96.79,2.59,307.79,7.39,1094.89,831.49,17.23,3,Excellent
5037,Near-Beta Ti,52.9,Spherical,0.146,278.8,1628.06,0.106,24.22,Island,172.84,11.78,205.27,81.63,2176.27,5385.14,109.77,92.18,99.45,2.94,413.32,11.83,1060.19,781.47,15.99,9,Excellent
5038,Near-Beta Ti,28.75,Irregular,0.102,281.12,865.48,0.141,36.06,Island,157.78,13.04,155.55,42.74,2139.31,9938.81,41.29,26.28,99.34,2.7,361.21,5.08,974.38,806.74,5.97,7,Moderate
5039,Ti-6Al-4V,29.72,Irregular,0.077,357.34,1344.67,0.085,51.08,Chessboard,216.43,16.54,192.74,111.91,2021.58,7102.15,86.21,88.7,99.67,3.22,327.12,12.76,1101.16,1098.06,14.39,13,Moderate
5040,Ti-5553,45.69,Spherical,0.148,326.01,1257.25,0.119,45.52,Island,148.68,15.21,237.89,125.08,1558.63,7495.31,65.56,55.89,97.88,2.14,386.12,14.63,1103.54,930.19,13.39,10,Good
5041,Ti-5553,31.04,Spherical,0.195,390.17,1491.39,0.148,51.27,Island,291.92,29.46,80.23,68.98,1762.47,3531.81,82.44,93.42,97.97,1.84,445.14,14.5,860.47,892.64,15.8,9,Good
5042,Ti-5553,28.7,Spherical,0.244,347.74,1434.51,0.087,21.98,Island,211.22,22.27,241.71,107.85,2141.83,3312.97,57.6,11.61,97.46,4.93,307.45,2.51,860.6,789.17,17.72,5,Good
5043,Near-Beta Ti,30.17,Spherical,0.222,186.45,1575.35,0.118,42.55,Stripe,210.23,11.49,127.45,111.16,1889.77,3643.63,96.46,29.98,98.67,1.93,391.26,8.2,867.94,771.95,11.16,3,Good
5044,Ti-5553,39.63,Spherical,0.091,334.62,973.37,0.089,38.13,Island,109.99,20.51,128.88,109.26,1708.35,6382.54,66.51,54.9,99.61,2.29,404.2,4.97,997.59,706.21,14.82,5,Excellent
5045,Near-Beta Ti,58.64,Spherical,0.194,316.41,859.63,0.142,55.84,Chessboard,214.12,27.94,187.0,116.81,1473.27,9437.1,91.37,22.73,95.13,0.89,426.62,2.15,1243.91,996.64,15.91,5,Excellent
5046,Ti-5553,53.29,Irregular,0.108,311.51,1566.24,0.121,49.49,Chessboard,144.88,18.32,141.35,126.35,1480.11,7167.9,46.03,29.35,96.37,4.15,349.69,7.53,1251.51,949.62,13.11,8,Excellent
5047,Ti-5553,31.38,Spherical,0.187,270.19,1032.68,0.096,36.97,Island,179.4,23.32,93.68,123.39,1942.63,3586.14,117.03,52.68,95.26,3.89,397.99,10.88,976.7,907.5,7.11,7,Good
5048,Ti-6Al-4V,34.53,Spherical,0.183,165.62,945.09,0.101,42.15,Chessboard,198.4,25.46,200.95,103.14,1649.22,6776.68,60.27,79.1,96.7,3.69,312.45,2.33,940.33,879.08,6.69,6,Excellent
5049,Ti-5553,38.58,Irregular,0.104,387.87,1004.18,0.116,36.99,Stripe,185.15,13.7,111.14,143.28,1797.38,2250.46,72.61,80.68,99.24,4.36,315.97,9.38,820.02,996.23,14.3,11,Poor
5050,Ti-5553,59.16,Spherical,0.097,362.98,679.62,0.131,37.65,Chessboard,258.07,27.11,237.99,125.85,2001.25,4842.51,70.47,65.4,97.41,0.19,407.84,2.9,919.3,980.16,17.7,11,Good
5051,Ti-6Al-4V,26.9,Spherical,0.071,271.7,1527.77,0.114,45.36,Chessboard,101.88,18.98,247.94,137.99,1546.25,8997.9,87.68,91.81,99.45,0.19,368.49,10.26,977.08,877.53,8.73,0,Good
5052,Near-Beta Ti,34.3,Spherical,0.06,189.65,1458.19,0.093,28.66,Island,116.81,11.13,110.81,95.86,1462.11,3240.35,48.49,66.65,99.3,4.89,375.57,8.37,1266.31,843.23,16.54,2,Excellent
5053,Near-Beta Ti,49.18,Irregular,0.222,356.12,1263.23,0.13,33.33,Stripe,114.54,27.58,208.13,117.05,1701.32,6023.01,66.7,12.14,95.71,1.04,430.7,10.74,854.54,714.63,17.97,12,Poor
5054,Ti-5553,58.56,Spherical,0.06,257.67,1459.3,0.088,31.17,Stripe,259.7,21.29,248.61,134.94,1529.95,1692.81,110.46,56.62,96.42,4.45,322.02,3.41,834.57,752.29,8.81,11,Good
5055,Near-Beta Ti,26.23,Irregular,0.068,247.53,1047.76,0.137,52.03,Chessboard,106.01,13.97,242.4,99.38,1808.29,1788.13,71.82,97.08,97.78,3.99,328.15,10.85,911.28,981.53,6.92,10,Excellent
5056,Ti-5553,29.1,Spherical,0.098,316.35,954.44,0.108,57.68,Chessboard,293.72,16.35,176.04,136.14,1842.21,1620.36,59.01,69.05,96.83,2.65,358.77,5.28,1201.9,906.79,9.36,9,Poor
5057,Ti-6Al-4V,29.03,Irregular,0.228,339.67,1634.76,0.126,36.57,Island,293.22,21.39,133.04,119.78,1488.46,2888.99,112.25,71.96,98.1,0.31,356.47,2.03,1069.08,794.38,11.69,10,Excellent
5058,Ti-6Al-4V,20.84,Spherical,0.117,165.71,1106.95,0.104,23.08,Island,298.2,17.48,81.98,122.92,2034.3,5101.14,86.72,20.27,97.98,1.11,384.02,13.47,1097.17,868.95,8.52,6,Poor
5059,Ti-5553,44.16,Spherical,0.088,341.89,835.09,0.127,23.74,Stripe,295.53,14.67,232.7,142.01,1418.67,9233.73,73.31,42.37,95.16,0.43,365.43,6.82,1019.91,1033.6,17.54,9,Good
5060,Ti-6Al-4V,46.83,Spherical,0.193,333.49,1498.85,0.142,35.98,Island,112.78,19.59,86.05,76.33,1675.31,4134.64,115.05,86.17,96.99,3.91,343.9,13.96,1166.43,717.46,6.82,9,Moderate
5061,Ti-6Al-4V,44.1,Irregular,0.114,297.3,1003.05,0.129,35.8,Stripe,224.63,13.7,177.99,105.41,1437.44,6684.11,95.86,19.93,97.25,2.57,427.89,8.81,1108.67,1056.59,8.81,13,Good
5062,Ti-5553,22.85,Spherical,0.117,234.6,854.22,0.127,25.85,Stripe,167.93,14.91,111.65,69.99,1965.67,6003.69,93.57,85.53,99.45,4.93,322.69,3.88,952.28,770.64,8.83,12,Good
5063,Ti-5553,22.77,Spherical,0.198,191.2,632.66,0.133,52.28,Chessboard,241.0,26.53,121.14,98.21,2102.81,2307.93,66.21,61.58,98.56,2.73,301.47,11.57,1199.02,1078.16,12.09,12,Good
5064,Ti-6Al-4V,28.42,Irregular,0.1,175.66,1764.72,0.115,40.01,Stripe,169.3,14.57,83.97,88.8,1678.54,5274.86,84.78,45.45,96.16,0.65,321.7,14.54,936.6,989.25,13.37,11,Moderate
5065,Near-Beta Ti,31.61,Irregular,0.229,150.3,1160.75,0.095,24.36,Stripe,164.31,23.91,86.27,90.32,1662.57,2259.62,77.57,93.72,97.93,0.59,371.89,11.07,1282.85,763.72,5.53,9,Good
5066,Near-Beta Ti,51.46,Irregular,0.162,201.62,794.11,0.137,23.95,Stripe,278.87,15.01,139.53,62.94,1955.45,3782.27,71.93,12.65,97.08,2.67,387.94,13.49,1235.14,736.52,17.28,6,Poor
5067,Ti-5553,26.38,Spherical,0.158,252.83,1509.37,0.125,37.84,Stripe,188.8,14.25,229.19,108.81,2097.23,1907.02,40.53,93.41,99.5,2.96,323.27,3.88,1064.39,823.12,16.69,14,Moderate
5068,Ti-5553,21.76,Irregular,0.103,210.91,1665.18,0.102,24.67,Chessboard,242.75,15.02,176.19,127.51,2109.72,2948.97,63.52,89.06,95.18,0.86,386.05,3.81,1271.32,967.17,17.92,11,Good
5069,Near-Beta Ti,35.76,Spherical,0.217,227.24,1233.56,0.099,42.45,Island,222.98,19.37,171.51,69.55,1867.42,4346.99,118.35,98.82,99.98,0.85,305.47,2.63,844.54,720.58,10.42,13,Good
5070,Ti-6Al-4V,36.66,Irregular,0.165,247.61,634.03,0.115,35.4,Island,224.7,12.93,185.45,53.63,1875.22,6620.69,102.43,47.51,95.67,4.58,393.0,7.95,887.7,1071.59,5.02,8,Moderate
5071,Near-Beta Ti,38.04,Irregular,0.081,227.07,1038.17,0.095,56.79,Stripe,156.81,12.13,171.01,68.09,1895.49,2240.06,89.19,51.46,98.16,4.24,379.26,5.13,1198.55,860.54,13.7,13,Poor
5072,Near-Beta Ti,53.08,Spherical,0.091,331.16,891.72,0.141,36.76,Island,135.54,25.13,131.72,123.08,1806.49,6352.87,73.35,73.48,96.49,0.15,362.74,12.48,1059.93,814.23,6.69,8,Excellent
5073,Near-Beta Ti,23.92,Spherical,0.144,272.93,1363.68,0.135,44.58,Island,274.79,10.47,229.59,46.97,1824.73,3183.08,46.15,19.92,97.55,3.76,438.3,3.81,1149.31,1025.6,11.62,9,Moderate
5074,Near-Beta Ti,48.16,Spherical,0.206,154.83,1222.63,0.102,52.45,Stripe,85.41,17.71,160.85,107.96,1475.74,1596.14,88.76,31.92,96.52,2.68,365.26,14.8,1015.07,1049.25,6.22,9,Good
5075,Ti-5553,33.52,Spherical,0.238,206.67,1026.88,0.083,32.12,Stripe,118.04,17.92,207.95,130.18,2186.11,9260.49,61.79,49.78,97.18,3.26,355.42,10.51,1002.03,982.8,12.75,0,Good
5076,Ti-5553,32.4,Irregular,0.183,327.41,1378.21,0.084,40.48,Island,109.21,27.86,235.05,128.18,1449.51,1455.19,86.09,74.59,96.16,0.29,333.36,6.01,1215.0,904.43,17.34,7,Good
5077,Ti-6Al-4V,57.3,Irregular,0.151,225.23,1301.32,0.101,24.84,Chessboard,288.87,25.49,80.63,148.63,1784.29,8578.45,115.76,54.68,95.41,2.24,346.95,14.46,1189.06,712.14,11.23,6,Excellent
5078,Ti-6Al-4V,29.94,Irregular,0.1,380.04,1687.79,0.09,37.31,Island,81.11,20.21,161.28,126.9,2028.32,7473.78,102.88,30.66,98.11,2.42,332.87,11.76,928.72,1038.74,5.99,1,Poor
5079,Ti-6Al-4V,45.7,Spherical,0.185,328.17,1316.16,0.141,35.03,Stripe,81.76,19.6,182.78,54.83,1866.46,3616.6,116.84,36.26,99.38,0.73,326.28,3.15,994.97,765.65,5.25,12,Poor
5080,Ti-6Al-4V,31.01,Spherical,0.246,222.48,1209.25,0.109,37.13,Island,129.88,21.31,165.41,78.18,1476.9,7460.6,107.02,77.47,97.81,4.65,362.4,13.63,1145.36,932.61,5.55,0,Excellent
5081,Near-Beta Ti,40.29,Irregular,0.145,279.1,1588.4,0.104,24.3,Island,141.4,17.16,233.41,63.87,1844.35,3365.19,47.01,82.53,97.32,0.16,308.77,10.37,1036.0,843.5,6.39,6,Good
5082,Ti-5553,51.45,Irregular,0.082,316.81,842.9,0.095,35.94,Chessboard,203.16,24.02,239.81,81.4,2124.28,8145.49,47.75,49.26,95.14,0.56,394.8,4.79,916.69,910.37,12.06,9,Good
5083,Ti-5553,55.27,Spherical,0.071,198.34,892.28,0.139,54.81,Island,291.47,23.72,102.83,110.06,1897.59,1904.68,94.17,27.4,97.46,2.89,370.67,2.26,1042.0,990.09,6.55,7,Good
5084,Ti-6Al-4V,53.55,Irregular,0.104,211.55,1540.29,0.135,57.48,Island,182.31,21.49,131.42,71.88,2023.46,1289.84,92.51,61.74,98.68,0.12,329.77,12.4,970.55,1027.96,8.34,3,Excellent
5085,Ti-6Al-4V,43.29,Irregular,0.164,276.78,1130.82,0.107,29.67,Stripe,143.53,11.15,124.86,54.16,1770.0,2244.21,70.39,46.01,95.79,4.97,300.99,8.05,952.23,934.21,8.95,9,Excellent
5086,Near-Beta Ti,29.95,Irregular,0.239,381.22,1091.08,0.092,32.02,Chessboard,259.74,12.54,164.45,118.56,1649.68,7470.39,44.29,67.5,98.82,0.25,385.97,3.54,816.28,833.28,5.53,0,Poor
5087,Near-Beta Ti,46.45,Spherical,0.11,236.0,1664.49,0.147,20.38,Island,164.87,10.79,144.96,52.89,1560.08,9708.34,97.1,84.24,97.42,3.19,310.19,9.71,1135.09,970.33,9.32,8,Poor
5088,Ti-6Al-4V,48.4,Irregular,0.111,250.53,1332.13,0.102,24.62,Island,111.18,24.37,141.07,144.27,2079.37,6876.25,48.39,57.52,98.81,1.87,447.31,12.46,1166.59,785.87,7.41,13,Good
5089,Ti-5553,20.43,Spherical,0.146,197.66,1563.49,0.134,33.8,Stripe,254.81,19.55,170.76,108.04,1965.21,8891.2,90.83,91.17,95.74,0.65,372.84,10.5,929.21,1056.36,6.33,6,Good
5090,Ti-5553,37.57,Irregular,0.234,298.3,1571.81,0.112,47.4,Stripe,80.53,29.1,163.31,124.08,1542.32,1240.57,43.85,43.18,96.01,4.33,380.85,12.78,1288.59,712.67,17.17,14,Poor
5091,Ti-5553,53.73,Spherical,0.134,335.04,744.03,0.135,31.69,Chessboard,125.13,29.05,159.11,130.67,1841.38,4694.88,54.55,53.27,97.23,2.78,433.91,10.46,1291.79,1019.99,13.92,14,Good
5092,Ti-6Al-4V,39.58,Irregular,0.095,260.16,1384.44,0.114,23.02,Chessboard,219.73,25.96,99.25,110.73,1967.76,6180.85,84.52,61.36,97.38,3.39,442.17,15.0,1269.57,743.55,8.29,0,Good
5093,Ti-5553,32.46,Irregular,0.083,337.56,1743.02,0.145,49.23,Chessboard,102.54,18.86,171.68,117.22,1854.43,4647.41,87.78,74.7,99.97,3.95,439.93,7.19,864.92,1067.29,9.04,1,Excellent
5094,Near-Beta Ti,54.87,Irregular,0.141,225.65,1176.03,0.136,38.67,Stripe,136.28,16.33,90.02,126.94,2159.59,7430.31,93.76,57.59,99.93,2.81,366.34,4.25,1242.8,854.26,11.42,13,Good
5095,Near-Beta Ti,26.24,Spherical,0.21,326.75,1478.62,0.098,40.77,Stripe,166.53,14.02,184.78,89.95,1547.84,2994.25,48.86,83.0,97.28,1.34,332.99,12.83,965.0,886.52,17.05,10,Good
5096,Ti-6Al-4V,28.26,Irregular,0.108,214.59,1280.08,0.11,33.04,Stripe,167.21,14.65,185.98,40.3,1971.48,3363.5,75.57,72.7,96.2,1.63,433.68,7.44,876.98,875.66,6.54,0,Moderate
5097,Near-Beta Ti,47.49,Irregular,0.153,345.16,845.82,0.087,44.52,Stripe,294.02,29.81,124.3,146.37,1893.22,5564.25,50.71,41.5,98.46,4.15,338.72,8.8,1091.01,928.31,13.7,6,Poor
